"","Player","Team","GP","MPG","PPG","FGM","FGA","FG%","3PM","3PA","3P%","FTM","FTA","FT%","ORB","DRB","RPG","APG","SPG","BPG","TOV","PF","TS%","eFG%","Total S %","ORB%","DRB%","TRB%","AST%","TOV%","STL%","BLK%","USG%","PPR","PPS","ORtg","DRtg","eDiff","FIC","PER","HOB","Ast/TO","Stl/TO","FT/FGA","W's","L's","Win %","OWS","DWS","WS","CalledUp","Pos","WT","HT","Draft","pic"
"34","Tony Carr","ERI",11,20.5,8.7,3.4,7.7,0.435,0.3,2,0.136,1.1,1.3,0.857,0.5,2.5,2.9,4.7,0.7,0,2.4,1.8,0.527,0.453,142.9,2.5,11.7,7.5,31.3,22.2,1.7,0,22.4,3.8,1.1,97.9,107.8,-10,76.3,12.1,0.187,2,0.3,0.2,9,2,0.818,-0.1,0.3,0.2,0,"PG",200,77,"Rnd 2",89.65
"35","Ahmad Caver","MHU",15,29.4,16.5,6.2,11.8,0.525,1.1,2.7,0.425,1.7,2.7,0.634,0.9,3.2,4.1,3.8,1.9,0.4,1.7,1.4,0.633,0.573,158.5,3,11.5,7,20.5,11.4,3.1,1.2,20.8,2.9,1.4,115.5,106.2,9.4,205.4,20.6,0.248,2.3,1.2,0.2,6,9,0.4,0.7,0.7,1.4,0,"PG",174,74,"Undrafted",245.25
"36","Zylan Cheatham","IWA",15,30.7,10.5,4.2,8.4,0.5,0.3,1.5,0.217,1.1,1.7,0.64,1.6,6.5,8.1,2.3,0.7,0.5,2.1,2.8,0.573,0.52,135.7,5.7,21.4,13.8,11.4,18.9,1.1,1.4,16,-1.9,1.2,99.9,112.9,-13,148.9,11.9,0.168,1.1,0.3,0.2,2,13,0.133,-0.1,0.4,0.3,0,"SF",220,77,"Undrafted",170.25
"37","Yoeli Childs","ERI",12,20.1,8.9,3.7,6.8,0.537,0.3,1.5,0.222,0.8,1.3,0.563,1.8,3,4.8,1.2,0.8,0.3,0.8,1.8,0.601,0.561,132.1,10.2,15.3,12.9,8.3,10.1,2,1.4,18,-0.3,1.3,116.3,113.1,3.1,96,17.8,0.114,1.4,1,0.2,8,4,0.667,0.4,0.2,0.5,0,"PF",225,80,"Undrafted",105
"38","Antonius Cleveland","OKL",15,28.6,15.1,5.5,11.5,0.483,1.3,3.3,0.38,1.5,1.9,0.793,1.3,4.3,5.5,3.1,1.3,0.7,1.3,2.1,0.612,0.538,165.6,4.4,13.7,9.2,15.2,9.3,2,2,19.2,2.6,1.3,118.5,108.4,10.1,193.6,18.4,0.198,2.4,1,0.2,8,7,0.533,0.8,0.6,1.3,0,"G",195,78,"Undrafted",225
"39","Amir Coffey","ACC",7,32.1,18.4,6.4,16.3,0.395,2.9,9.6,0.299,1.9,2.4,0.765,0.1,4,4.1,4.4,0.9,0.3,2,1,0.531,0.482,145.8,0.4,13.2,6.6,22.5,10.3,1.3,0.8,25.8,3,1.1,104.4,110.9,-6.5,80.6,15.9,0.278,2.2,0.4,0.1,3,4,0.429,0.1,0.2,0.3,0,"SF",210,79,"Undrafted",101.5
"40","Tyler Cook","IWA",8,33.3,20.8,8.4,14,0.598,0,0.1,0,2.6,3.9,0.677,3.4,6.3,9.6,4.4,0.6,0.5,3.6,1.9,0.661,0.598,127.6,10.8,19.6,15.2,23.9,18.8,0.9,1.4,25.2,-2.1,1.5,112.1,112.4,-0.3,142.4,22.8,0.328,1.2,0.2,0.3,0,8,0,0.4,0.2,0.6,1,"C",255,80,"Undrafted",173.2
"41","Anthony Cowan","MHU",15,15.1,6.3,2.1,4.7,0.457,0.9,2.3,0.412,0.7,1,0.667,0.3,1,1.3,2.2,0.9,0.1,0.6,1.5,0.614,0.557,153.6,2.1,7,4.4,20.9,10.5,2.9,0.4,15.8,5.6,1.3,119.6,108.4,11.2,79.6,16.1,0.107,3.7,1.6,0.2,6,9,0.4,0.4,0.3,0.7,0,"PG",170,72,"Undrafted",84
"42","Jarron Cumberland","RAP",8,13.2,2.3,0.8,1.9,0.4,0.3,1,0.25,0.4,0.4,1,0.5,0.8,1.3,1,0.3,0.1,0.3,1,0.551,0.467,165,3.9,6.1,5,9,10.9,0.9,0.9,7.4,3.1,1.2,122.7,119.1,3.6,19.1,7.8,0.041,4,1,0.2,6,2,0.75,0.1,0,0.1,0,"SG",205,77,"Undrafted",18.4
"43","Nate Darling","GBO",13,25.4,8.9,2.8,8.1,0.343,2.4,7.2,0.33,0.7,0.8,0.9,0.2,2,2.2,1.5,0.3,0.1,1.5,1.5,0.53,0.49,157.3,0.9,8,4.3,8.6,14.8,0.6,0.3,16.2,-1.7,1.1,92.9,119.3,-26.4,52,6.4,0.111,1.1,0.2,0.1,4,9,0.308,-0.3,0,-0.3,0,"SG",200,77,"Undrafted",57.85
"44","Cody Demps","IGN",15,20,5.5,2.1,4.1,0.5,0.5,1.5,0.364,0.5,0.7,0.636,0.8,1.9,2.7,1.1,0.6,0.4,0.9,1.8,0.621,0.565,150,4.5,9.8,7.3,7.7,17.3,1.5,1.8,11.6,-0.9,1.3,106.8,113.8,-7,69.9,10.3,0.079,1.2,0.6,0.2,8,7,0.533,0.1,0.2,0.3,0,"G",195,76,"Undrafted",72
"45","Mamadi Diakite","LAK",12,27.7,18.5,7.6,13,0.583,0.6,1.2,0.5,1.8,2.3,0.75,2.8,7.6,10.3,2.1,0.6,2.1,1.9,2.8,0.659,0.606,183.3,10.4,27.2,19.1,13.7,12,1.1,6.5,25.3,-1.9,1.4,116.6,98.9,17.7,212.8,27.9,0.244,1.1,0.3,0.2,7,5,0.583,0.7,0.8,1.5,0,"PF",224,81,"Undrafted",247.8
"46","Devon Dotson","CLE",10,31.4,13,4.9,10.5,0.467,0.9,3.3,0.273,1.4,1.7,0.824,0.9,2.9,3.8,5.6,1.4,0.2,1.9,2.4,0.578,0.51,156.3,3.2,9.9,6.6,26.7,14.5,2.3,0.5,19,6.1,1.2,112.3,117,-4.8,116.6,16.5,0.264,2.9,0.7,0.2,4,6,0.4,0.4,0.1,0.5,0,"PG",185,73,"Undrafted",132.5
"47","Jeff Dowtin","LAK",15,19.8,6.5,2.7,5.7,0.482,0.5,0.9,0.5,0.4,0.4,1,0.4,1.2,1.6,2.5,0.9,0.1,0.9,1.1,0.559,0.524,198.2,2.1,6,4.2,18.6,13.8,2.2,0.6,15.1,3.7,1.2,109,108.9,0.1,81.5,12.9,0.133,2.6,0.9,0.1,9,6,0.6,0.2,0.4,0.6,0,"PG",185,75,"Undrafted",95.25
"48","Paul Eboua","LIN",10,12.2,2.9,0.8,2.9,0.276,0.1,0.9,0.111,0.7,1.1,0.636,1.1,1.6,2.7,0.6,0,0.3,0.9,2.2,0.428,0.293,102.3,9.5,13.8,11.7,6.8,21,0,2.3,15.3,-4.1,1,78.5,117.4,-38.9,15.1,3,0.037,0.7,0,0.4,5,5,0.5,-0.3,0,-0.2,0,"F",214,79,"Undrafted",2.00000000000001
"49","Rob Edwards","OKL",15,21.3,12.5,4.3,10.3,0.413,2.7,6.1,0.44,0.9,1.1,0.824,0.3,3.1,3.4,1.5,0.5,0.1,0.9,1.4,0.575,0.542,167.6,1.6,13.2,7.6,10.3,7.9,1.2,0.5,22.4,0.4,1.2,114.4,111.8,2.7,112.4,15.6,0.134,1.6,0.6,0.1,8,7,0.533,0.5,0.3,0.8,0,"SG",205,77,"Undrafted",139.5
"50","Vince Edwards","OKL",11,17.1,7.4,2.6,6.9,0.382,1.5,4.7,0.327,0.4,0.5,0.8,0.3,2.4,2.6,0.8,0.5,0.1,0.9,1,0.518,0.493,150.9,1.6,12.3,7.3,6.8,11.3,1.5,0.4,19.3,-2.1,1.1,98.7,110.7,-12,45.1,9.9,0.083,0.9,0.6,0.1,5,6,0.455,-0.1,0.2,0.1,0,"SF",225,80,"Rnd 2",55
"51","Henry Ellenson","RAP",15,30.6,21.2,7.1,14.5,0.493,3.5,8.3,0.424,2,2.3,0.882,2,6.2,8.2,2.3,0.5,0.5,1.9,2.2,0.685,0.615,179.9,7.2,21.2,14.3,11,10.8,0.7,1.5,23.9,-1,1.5,122.9,115.2,7.7,246.8,22.6,0.211,1.3,0.3,0.2,12,3,0.8,1.3,0.2,1.5,1,"PF",240,82,"Rnd 1",294.75
"52","Aaron Epps","CLE",12,15,5.7,2.2,5.2,0.419,0.9,2.9,0.314,0.3,0.5,0.5,1,3.8,4.8,0.1,0.4,0.7,0.6,1.7,0.526,0.508,123.4,7,27.1,16.9,0.8,9.8,1.4,3.8,17.6,-3.6,1.1,99.2,112.2,-13,62,13.9,0.057,0.1,0.7,0.1,3,9,0.25,0,0.2,0.1,0,"F",225,82,"Undrafted",64.2
"53","Jacob Evans","SCW",4,21.4,11,4.3,8.3,0.515,1.5,4,0.375,0.8,0.8,1,1,3.5,4.5,2.3,0.3,0,0.5,1,0.641,0.606,189,5.7,15.9,11.4,17,5.5,0.6,0,19.6,4.9,1.3,130.1,110.1,20,38.6,21.1,0.167,4.5,0.5,0.1,3,1,0.75,0.3,0.1,0.4,0,"SG",210,78,"Rnd 1",48.4
"54","Yogi Ferrell","SLC",14,28.3,15.4,5.6,12.4,0.448,2.2,5.7,0.388,1.2,1.2,1,0.4,2.3,2.7,4,1.3,0.1,2.2,1.9,0.595,0.537,183.6,1.5,9.4,5.2,25.4,14.6,2.3,0.5,24.4,1.7,1.2,105.8,112.4,-6.6,141.1,17.5,0.264,1.8,0.6,0.1,4,10,0.286,0.2,0.3,0.6,1,"G",180,72,"Undrafted",172.9
"55","Malik Fitts","ACC",14,26.3,11.1,4.2,9,0.468,1.1,3.3,0.348,1.1,1.1,0.938,0.5,3.5,4,1.4,0.4,0.2,1.4,2.4,0.583,0.532,175.4,2,14.5,8.1,8.4,12.5,0.7,0.7,18,-1.6,1.2,106.6,115,-8.4,90.8,12.1,0.145,1.1,0.3,0.1,5,9,0.357,0.2,0.2,0.4,0,"SF",230,80,"Undrafted",114.1
"56","Malachi Flynn","RAP",6,34.4,20.8,7.7,17.3,0.442,3,7.3,0.409,1.8,2,0.917,0.8,3.7,4.5,5.5,1.5,0.3,2.2,3,0.572,0.529,176.8,2.6,10.5,6.7,23.1,10.6,2.1,0.9,24.7,4.3,1.2,116.6,117.8,-1.2,86,19.5,0.3,2.5,0.7,0.1,4,2,0.667,0.4,0,0.5,0,"PG",176,73,"Rnd 1",102.3
"57","Jordan Ford","ACC",15,27.2,13.9,5.4,11.5,0.471,1.9,4.5,0.433,0.8,0.9,0.923,0.7,1.7,2.4,3.5,0.7,0,0.9,1.6,0.588,0.555,182.7,2.5,6.9,4.6,21.5,7.3,1.3,0,20.3,5.4,1.2,121.1,115.1,5.9,142.6,18.1,0.231,3.8,0.8,0.1,5,10,0.333,0.9,0.2,1.1,0,"PG",175,73,"Undrafted",171.75
"58","Robert Franks","LAK",14,24.5,12.1,4.3,8.4,0.508,1.5,4.2,0.356,1.3,1.6,0.783,1.1,5.6,6.7,1.5,0.2,0.5,1.8,2.2,0.66,0.597,164.7,4.9,22.6,14,9.5,16.3,0.4,1.8,19.6,-3.3,1.4,109,105.9,3.1,136.9,16.3,0.147,0.8,0.1,0.2,9,5,0.643,0.3,0.5,0.8,0,"PF",225,79,"Undrafted",165.2
"59","Melvin Frazier, Jr.","OKL",12,20.7,6.8,2.3,6.2,0.378,1.1,2.9,0.371,0.6,0.8,0.7,0.4,3,3.4,1.8,1.1,0.1,1.7,1.6,0.523,0.466,145,2,13.1,7.8,11.3,20.3,2.4,0.3,16.1,-2.1,1.1,91.6,108.2,-16.7,61.3,8.5,0.097,1.1,0.7,0.1,6,6,0.5,-0.2,0.3,0.1,0,"SF",215,77,"Rnd 2",66.6
"60","Michael Frazier","DEL",12,24.5,12.8,4.9,11.8,0.415,1.4,5,0.283,1.2,1.4,0.824,0.6,2.8,3.3,2.2,0.8,0.4,2,1.4,0.512,0.475,152.2,2.3,12.7,7.1,12.8,13.8,1.6,1.6,24.6,-2.2,1.1,95.4,111.2,-15.8,80.4,12.3,0.166,1.1,0.4,0.1,8,4,0.667,-0.3,0.3,0,0,"G",200,76,"Undrafted",103.2
"61","Billy Garrett","LAK",13,29.4,11.7,4.1,10.7,0.381,1,3.2,0.31,1.5,1.8,0.833,0.4,2.5,2.8,5.3,0.8,0.1,2.2,2.7,0.508,0.428,152.4,1.4,8.3,4.9,26.8,15.8,1.3,0.2,20.4,4.8,1.1,97.6,110.2,-12.6,102.3,10.4,0.24,2.5,0.4,0.2,8,5,0.615,-0.2,0.4,0.2,0,"SG",215,78,"Undrafted",113.75
"62","Kaiser Gates","LIN",12,26.8,9.1,3,7.3,0.409,2.2,6.1,0.356,0.5,0.5,1,0.8,4.4,5.2,1.1,1.4,0.7,0.5,1.8,0.601,0.557,176.5,3.1,18.4,10.8,6,6.2,2.6,2.4,13.4,0.8,1.2,114.7,111.5,3.2,111,14.5,0.109,2.2,2.8,0.1,5,7,0.417,0.3,0.3,0.6,0,"SF",225,79,"Undrafted",121.8
"63","Romaro Gill","SLC",12,16.4,3.9,1.4,2.8,0.515,0,0,0,0.6,0.9,0.636,0.9,2.2,3.1,0.5,0.3,1.8,0.8,2.6,0.621,0.515,115.2,5.5,14.4,9.7,4.8,20.9,1,10.5,10.9,-3.2,1.4,97.2,102.8,-5.6,54.1,11.8,0.055,0.6,0.4,0.3,4,8,0.333,-0.1,0.4,0.3,0,"C",255,86,"Undrafted",37.8
"64","Freddie Gillespie","MHU",15,27.8,10.5,4.9,8.5,0.57,0,0.2,0,0.5,1.3,0.421,3.7,6.5,10.3,1.8,1.3,2.3,2.1,3.3,0.579,0.57,99.1,12.7,24.7,18.4,9.7,19,2.2,7.4,16.8,-3.3,1.2,108,100.1,7.9,207.4,20.2,0.165,0.8,0.6,0.1,6,9,0.4,0.3,1,1.2,0,"F",245,81,"Undrafted",199.5
"65","Donte Grantham","ACC",13,25.5,8.6,3.2,8.7,0.372,1.3,4.7,0.279,0.5,0.6,0.875,1.7,5.4,7.1,2.5,0.7,0.2,1.5,1.6,0.481,0.447,152.5,6.9,23,14.7,14.7,14.6,1.4,0.8,17.9,0.4,1,98.3,108.8,-10.5,112.3,12.3,0.151,1.6,0.5,0.1,4,9,0.308,-0.1,0.4,0.3,0,"PF",215,80,"Undrafted",122.85
"66","Marcus Graves","SLC",11,22.6,8.9,3.5,8.8,0.402,1.3,4,0.318,0.3,0.4,0.75,0.5,2.6,3.1,3.9,0.7,0,1.9,1.9,0.496,0.474,147,2,13.3,7.3,29.5,17.5,1.7,0,21.7,3.2,1,96.2,110.9,-14.7,70,11.9,0.208,2,0.4,0,4,7,0.364,-0.2,0.3,0.1,0,"G",187,73,"Undrafted",78.65
"67","Josh Gray","FWN",14,28.9,13,5.2,13.6,0.382,0.9,2.9,0.317,0.9,1.2,0.765,0.5,3.5,4,5.9,1.6,0.2,2.1,2.3,0.458,0.416,146.4,1.6,12.4,6.8,30.9,13.1,2.6,0.7,23.2,6,1,96.1,107.7,-11.7,137.1,13.2,0.272,2.7,0.7,0.1,5,9,0.357,-0.3,0.6,0.2,0,"G",170,73,"Undrafted",157.5
"68","Jalen Green","IGN",15,32,17.9,6.3,13.6,0.461,2.1,5.7,0.365,1.9,2.3,0.829,0.5,3.5,4.1,2.8,1.5,0.3,2.7,1.7,0.613,0.537,165.4,1.9,11.6,6.9,13.5,15.4,2.3,0.8,23.2,-2.5,1.3,102.2,111.9,-9.7,166.6,15.4,0.223,1.1,0.6,0.2,8,7,0.533,0,0.4,0.5,0,"SG",178,78,"Rnd 1",210
"69","Josh Green","SLC",6,29.7,13.5,5.8,12.8,0.455,0.5,2.8,0.176,0.7,1,0.667,1.2,3.7,4.8,3.5,2.2,0.2,1.5,2.8,0.509,0.474,129.8,3.9,14,8.7,20.7,10.2,3.7,0.5,22.8,2.9,1.1,100.1,102.3,-2.2,62,17,0.253,2.3,1.4,0.1,3,3,0.5,0,0.4,0.3,0,"SG",210,78,"Rnd 1",72
"70","Donta Hall","RAP",12,24.8,10.2,4.2,6.7,0.625,0,0.1,0,1.3,1.8,0.727,2.3,6,8.3,1.5,0.6,2.1,0.7,1.8,0.68,0.625,135.2,10.6,25.1,18.1,8.6,8.2,1.1,7.9,13.9,1.3,1.5,134.2,104.8,29.4,166.8,23,0.134,2.3,0.9,0.3,9,3,0.75,0.8,0.5,1.3,1,"PF",229,81,"Undrafted",180
"71","Tyler Hall","WES",14,29.6,10.1,3.3,7.9,0.418,2.8,6.7,0.415,0.4,0.4,1,0.9,3.1,4.1,2.6,0.8,0.3,0.9,1.6,0.633,0.595,183.3,3.2,11.6,7.2,11.2,10.4,1.3,0.8,12.9,2.6,1.3,121.5,118.7,2.8,130.1,13,0.138,2.8,0.8,0,7,7,0.5,0.6,0,0.7,0,"SG",210,77,"Undrafted",141.4
"72","Rayshaun Hammonds","FWN",12,11.8,6.1,2.7,5.7,0.471,0.2,0.8,0.222,0.3,0.4,0.8,2.3,2.5,4.8,0.2,0.5,0.4,0.7,1.5,0.52,0.485,149.3,18.1,21.8,19.8,2.3,10.2,2,3.1,22.5,-4.6,1.1,105.7,104.1,1.6,66.6,20.5,0.071,0.3,0.8,0.1,4,8,0.333,0.1,0.3,0.3,0,"SF",190,81,"Undrafted",64.2
"73","Dusty Hannahs","SCW",13,30.1,11.5,4.2,9.2,0.458,1.8,4.7,0.393,0.8,0.9,0.917,0.1,2.3,2.4,2.2,0.8,0.2,1.5,1.8,0.595,0.558,176.8,0.3,8,4.4,11.2,13.8,1.3,0.5,16.6,-0.2,1.2,105.4,112.7,-7.3,87.5,10.7,0.166,1.5,0.5,0.1,9,4,0.692,0.1,0.3,0.4,0,"GF",210,75,"Undrafted",111.15
"74","Jared Harper","WES",12,33.1,21.3,7.2,15.2,0.473,2.4,6,0.403,2.9,3.4,0.854,0.2,2.8,2.9,6.9,0.8,0.3,2.8,2.5,0.64,0.552,172.9,0.5,8.7,4.5,31.8,14.5,1.2,0.9,25.3,5.3,1.4,115,117,-1.9,178.9,19.6,0.335,2.4,0.3,0.2,7,5,0.583,0.8,0.1,0.9,0,"PG",175,72,"Undrafted",219
"75","Jalen Harris","RAP",7,29.4,17.6,6.1,13.3,0.462,2.9,5.7,0.5,1.4,2.1,0.667,1.1,3,4.1,2.3,1.1,0.6,1.9,3,0.617,0.57,162.9,4,10.4,7.2,11.2,11.5,1.9,1.7,22.7,-1.1,1.3,113.5,117.3,-3.9,75.9,17.6,0.192,1.2,0.6,0.2,4,3,0.571,0.3,0.1,0.4,0,"SG",195,77,"Rnd 2",84.35
"76","Reggie Hearn","IGN",13,13,3.9,1.4,3.6,0.383,0.7,2.2,0.31,0.2,0.3,0.75,0.6,2,2.6,0.6,0.2,0.2,0.5,1.1,0.523,0.479,144.3,5.3,16.3,11,6.5,11,0.9,1.6,14,-0.4,1.1,101.4,113.7,-12.3,42.8,9.6,0.05,1.3,0.5,0.1,7,6,0.538,0,0.1,0.1,0,"G",210,77,"Undrafted",41.6
"77","Dewan Hernandez","RGV",14,14.4,8.5,3.6,5.5,0.649,0.5,0.7,0.7,0.7,0.9,0.769,1.4,2.5,3.9,0.8,0.3,0.4,1.1,1.5,0.719,0.695,211.9,10.7,17.6,14.2,8.3,15.3,1,2.7,20.4,-3.8,1.5,126.9,111.6,15.3,98.1,23.7,0.1,0.7,0.3,0.2,11,3,0.786,0.6,0.2,0.8,0,"FC",235,82,"Rnd 2",116.2
"78","Ahmed Hill","GBO",11,14.7,4.2,1.5,4.1,0.378,1.1,2.8,0.387,0,0.3,0,0.1,2,2.1,1.4,0.4,0,0.6,0.9,0.497,0.511,76.5,0.6,13.6,6.9,13.1,13.1,1.2,0,13.7,1.8,1,97.6,116.7,-19.1,35.6,8,0.075,2.1,0.6,0.1,4,7,0.364,-0.1,0.1,0,0,"SG",209,77,"Undrafted",40.15
"79","Nate Hinton","SCW",12,20.6,9.7,3.2,7.6,0.418,1.2,3.5,0.333,1.2,1.3,0.933,1.6,4.5,6.1,1.3,1,0.2,1.1,2.1,0.594,0.495,168.4,9.1,23.3,16.6,9,11.8,2.4,0.7,20.2,-1.2,1.3,107.9,106.8,1.1,105.1,16.6,0.11,1.2,0.9,0.2,9,3,0.75,0.2,0.4,0.5,0,"SF",210,77,"Undrafted",116.4
"80","Jaylen Hoard","OKL",15,22,9.7,3.5,7.1,0.486,0.3,1.7,0.192,1.3,1.7,0.769,1.6,3.2,4.8,2,0.7,0.6,1.5,1.4,0.616,0.509,144.8,7.3,13.3,10.4,12.3,16.3,1.5,2.3,17.3,-0.9,1.4,108.4,109.6,-1.2,132.5,15,0.126,1.3,0.5,0.2,8,7,0.533,0.2,0.4,0.6,0,"PF",216,80,"Undrafted",147
"81","D.J. Hogg","LAK",15,20.1,8.9,3.3,7.7,0.431,1.9,5.3,0.354,0.2,0.3,0.6,0.7,3.3,3.9,1.5,0.4,0.7,0.7,1.6,0.563,0.552,138.5,3.5,16.1,10,11.3,8.5,1,3.2,18.8,1.2,1.1,109.5,106.1,3.4,106.9,15.6,0.123,2,0.5,0,9,6,0.6,0.2,0.5,0.7,0,"SF",215,81,"Undrafted",120
"82","Caleb Homesley","ERI",15,25,9.3,3.5,8.5,0.406,1.7,5,0.347,0.4,0.5,0.75,0.5,3.7,4.2,2.4,1.2,0.7,1.2,2.1,0.528,0.508,150.3,2.4,14.7,8.9,13,12,2.3,2.3,17.5,1.6,1.1,103.4,107.8,-4.4,119.8,13.3,0.139,2,1,0.1,11,4,0.733,0.1,0.5,0.6,0,"SG",205,78,"Undrafted",132
"83","Elijah Hughes","SLC",5,26.4,14.2,4.8,14.2,0.338,1.6,7.8,0.205,2.2,2.8,0.786,0.6,2.8,3.4,2.6,0.6,0.2,2,1.6,0.46,0.394,132.9,2.2,11.3,6.6,18.7,11.5,1.1,0.7,30.3,-1,1,84.6,110,-25.3,29,9.5,0.218,1.3,0.3,0.2,1,4,0.2,-0.4,0.1,-0.2,0,"SF",215,78,"Rnd 2",35
"84","Jarrett Jack","IGN",15,24.8,8.9,3.5,8.3,0.424,1,2.8,0.357,0.6,0.7,0.818,0.2,2.8,3,4.2,0.9,0.1,2.2,1.7,0.512,0.484,159.9,0.9,11.8,6.6,24.2,20.3,1.8,0.2,18.8,2.4,1.1,96.5,113.3,-16.9,102.1,11,0.19,1.9,0.4,0.1,8,7,0.533,-0.2,0.3,0,0,"G",200,75,"Rnd 1",122.25
"85","Justin Jackson","LAK",11,11.5,3.5,1.1,3.6,0.3,0.5,2,0.227,0.5,0.6,0.857,0.5,1.5,2,0.5,0.7,0.4,1,0.5,0.453,0.363,138.4,4.2,13,8.9,6.8,20.3,3.2,2.8,18.9,-5.7,1,76.1,99.3,-23.2,28.6,7.3,0.043,0.5,0.7,0.2,8,3,0.727,-0.4,0.3,-0.1,0,"SF",225,79,"Rnd 2",28.05
"86","Ty Jerome","OKL",9,24.2,12.1,4.1,10.4,0.394,1.4,4.9,0.295,1.6,1.7,0.933,0.3,2.2,2.6,3.2,1.1,0.3,1.6,1.9,0.542,0.463,162.2,1.4,8.1,4.9,17.3,12.2,2.1,1.1,20.8,2.3,1.2,107.9,108.7,-0.8,70.4,13.1,0.163,2.1,0.7,0.2,7,2,0.778,0.2,0.3,0.4,0,"PG",195,77,"Rnd 1",81
"87","Isaiah Joe","DEL",2,34.2,8.5,3.5,14,0.25,1.5,8.5,0.176,0,0,0,0,2,2,1.5,1,0.5,1.5,2.5,0.304,0.304,42.6,0,5.7,2.8,6.6,9.7,1.4,1.4,19.2,-1.4,0.6,63.7,100.3,-36.7,-0.5,-0.8,0.135,1,0.7,0,1,1,0.5,-0.3,0.2,-0.1,0,"SG",174,75,"Rnd 2",-2.5
"88","Alize Johnson","RAP",15,32,16.6,6.8,11.9,0.57,0.5,1.6,0.333,1.5,1.9,0.759,3.1,10.1,13.3,4.2,1.3,0.3,2.9,2.7,0.649,0.592,166.2,10.7,33.1,22.1,18.4,18.7,2,1,20.7,-0.4,1.4,117.3,108.4,8.9,288.9,22.3,0.246,1.4,0.5,0.2,12,3,0.8,0.9,0.6,1.6,0,"SF",210,79,"Rnd 2",342
"89","Amir Johnson","IGN",15,13.3,8.5,3.5,5.1,0.688,0.3,0.4,0.667,0.7,0.9,0.846,1.1,2.2,3.3,0.5,0.3,0.1,0.7,1.6,0.774,0.714,220.1,9,17.4,13.4,7,11.7,1.2,0.5,20.3,-2.8,1.7,130.8,112.8,18,97.1,24.5,0.1,0.7,0.5,0.2,8,7,0.533,0.6,0.2,0.8,0,"PF",240,81,"Rnd 2",120
"90","B.J. Johnson","LIN",14,31,18.4,5.6,13.7,0.411,1.9,5.9,0.329,3.1,3.6,0.843,0.6,5,5.6,1.5,1,0.4,2.3,2.3,0.602,0.482,158.4,2.1,17.7,9.9,7.9,13,1.6,1.1,25.1,-4.2,1.3,96.6,114.6,-18,147.4,13.4,0.188,0.7,0.4,0.3,7,7,0.5,-0.3,0.3,-0.1,0,"SF",200,79,"Undrafted",184.8
"91","Kaleb Johnson","AUS",13,13.9,5,2,2.8,0.722,0,0.1,0,0.5,1.1,0.5,1.2,2.2,3.4,0.5,0.7,0.2,0.2,0.8,0.771,0.722,122.2,8.4,17.4,12.8,5.7,4.5,2.5,1.1,10.5,1.5,1.8,144.6,109.7,34.9,80,19.4,0.064,3.5,4.5,0.4,8,5,0.615,0.5,0.2,0.7,0,"SF",205,78,"Undrafted",87.1
"92","Jemerrio Jones","DEL",12,25.9,6.1,2.9,6.3,0.467,0.1,1.2,0.071,0.2,0.5,0.333,3.1,5.1,8.2,2.7,1.3,0.3,1.5,2.5,0.47,0.473,87.1,11.6,22.2,16.5,13.8,18.8,2.3,0.9,12.9,1,1,106.5,108.2,-1.7,114.3,13.6,0.135,1.8,0.8,0.1,8,4,0.667,0.1,0.4,0.5,0,"F",175,77,"Undrafted",110.4
"93","Tre Jones","AUS",7,31.3,18.1,5.9,13.1,0.446,0.1,1.7,0.083,4.3,5.1,0.833,1.4,3.9,5.3,9.7,1.4,0,3,2.6,0.589,0.451,136.2,4.6,12.8,8.7,44.2,16.3,2.2,0,24.2,10.9,1.4,113.9,110.1,3.8,122.8,21.4,0.365,3.2,0.5,0.4,6,1,0.857,0.4,0.2,0.7,0,"PG",185,74,"Rnd 2",141.4
"94","Jonathan Kasibabu","AUS",6,16.5,7.3,2.3,4.3,0.538,0.7,1.2,0.571,1,1.5,0.667,1.8,2,3.8,1.8,0,0.5,1,3.3,0.734,0.615,177.7,10.6,12.6,11.6,17.4,16.7,0,2.6,15.9,1.4,1.7,121.9,112.2,9.7,39.1,16.6,0.111,1.8,0,0.3,4,2,0.667,0.2,0.1,0.3,0,"C",240,80,"Undrafted",32.7
"95","Kylor Kelley","AUS",14,11.3,3.6,1.6,2.6,0.595,0,0,0,0.2,0.2,1,0.6,1.9,2.5,0.6,0,0.5,1,1.9,0.652,0.595,159.5,5.8,17.4,11.5,8.1,26.8,0,4.1,14.1,-5.1,1.4,97.6,112.8,-15.2,38.6,10.1,0.055,0.6,0,0.1,9,5,0.643,-0.1,0.1,0.1,0,"C",215,84,"Undrafted",38.5
"96","Braxton Key","DEL",12,12.2,4.3,1.7,4.3,0.392,0.5,1.8,0.286,0.3,0.5,0.667,0.6,1.4,2,1.2,0.8,0.8,0.3,1.3,0.485,0.451,134.5,4.8,12.6,8.5,12.9,6.9,2.9,5.9,16.4,3.6,1,106.7,102.7,4.1,51.3,15.2,0.068,3.5,2.3,0.1,10,2,0.833,0.1,0.3,0.4,0,"SF",230,80,"Undrafted",48
