"","Player","Team","GP","MPG","PPG","FGM","FGA","FG%","3PM","3PA","3P%","FTM","FTA","FT%","ORB","DRB","RPG","APG","SPG","BPG","TOV","PF","TS%","eFG%","Total S %","ORB%","DRB%","TRB%","AST%","TOV%","STL%","BLK%","USG%","PPR","PPS","ORtg","DRtg","eDiff","FIC","PER","HOB","Ast/TO","Stl/TO","FT/FGA","W's","L's","Win %","OWS","DWS","WS","CalledUp","Pos","WT","HT","Draft","pic"
"160","Devin Robinson","FWN",14,25.8,15.1,6.1,9.2,0.667,0.3,0.8,0.364,1.4,2.3,0.625,3.3,5.3,8.6,0.8,1,0.9,2,3.3,0.737,0.682,165.5,12.1,20.7,16.3,5,16.4,1.8,2.9,19.4,-5.6,1.6,120.1,105,15.1,189.8,23.6,0.168,0.4,0.5,0.2,6,8,0.429,0.7,0.6,1.3,0,"F",200,79,"Undrafted",210
"161","Galen Robinson, Jr.","AUS",8,24.7,7.8,3.8,7.4,0.508,0,0.6,0,0.1,1,0.125,0.5,2.6,3.1,6.4,1.4,0.3,1,1.3,0.496,0.508,63.3,2,11.2,6.5,39.8,11.3,2.8,0.9,15.6,13.5,1.1,115.5,111.6,3.9,85.5,17.6,0.263,6.4,1.4,0.1,4,4,0.5,0.3,0.2,0.5,0,"PG",190,73,"Undrafted",94.4
"162","Justin Robinson","DEL",13,31.1,15.5,5.2,13.5,0.389,2.3,5.8,0.4,1.7,2.7,0.629,0.3,3.1,3.4,6,1.7,0.4,2.1,2.3,0.53,0.474,141.7,1,11.2,5.8,26.9,12.4,2.6,1.2,22.5,6.1,1.2,104.7,110.6,-5.9,154.6,15.3,0.264,2.9,0.8,0.2,9,4,0.692,0.2,0.4,0.6,0,"PG",195,73,"Undrafted",168.35
"163","Andrew Rowsey","LAK",14,26.3,13.9,4.9,11.6,0.42,2.2,6.1,0.365,1.1,1.5,0.762,0.4,2.9,3.2,3.7,0.9,0.2,2.1,2,0.566,0.515,154.6,1.4,10.6,6.2,22.7,14.9,1.8,0.7,23.9,1.3,1.2,101.4,107.5,-6.1,123.6,14.4,0.221,1.7,0.4,0.1,9,5,0.643,0,0.5,0.5,0,"PG",180,71,"Undrafted",147
"164","Luka Samanic","AUS",6,32.8,21.8,8.2,18.5,0.441,1.8,6.2,0.297,2.5,3.5,0.714,2.7,8.7,11.3,2.2,0.2,0.2,3.3,3.2,0.545,0.491,145.3,8.4,27,17.8,9.8,14.3,0.2,0.5,29.2,-5.6,1.2,98.6,109,-10.4,80.4,15.6,0.234,0.7,0.1,0.2,6,0,1,-0.1,0.2,0.1,0,"PF",227,82,"Rnd 1",99.3
"165","Admiral Schofield","GBO",14,26.2,10.1,4.1,10.9,0.382,1.1,4.7,0.227,0.4,0.6,0.667,1,4.8,5.8,2.1,0.5,0.4,2.5,2.4,0.452,0.431,127.6,3.6,18.6,10.8,12.1,18.3,0.9,1.2,21.6,-4.1,0.9,81.7,115,-33.2,76.9,6.9,0.16,0.8,0.2,0.1,4,10,0.286,-0.9,0.2,-0.7,0,"SF",240,77,"Rnd 2",88.2
"166","Mike Scott","SLC",12,23.7,9.7,4,10.4,0.384,0.7,3.6,0.186,0.5,0.5,1,0.4,2.1,2.5,3.8,0.8,0,1.5,0.5,0.454,0.416,157,1.7,9.9,5.5,28.2,12.4,1.8,0,23.3,4.4,0.9,90.1,114.6,-24.5,77.8,11.2,0.221,2.5,0.6,0,1,11,0.083,-0.5,0.2,-0.3,0,"PG",180,72,"Undrafted",98.4
"167","Shannon Scott","LIN",15,24.2,4.3,1.7,4.1,0.403,0.8,2.7,0.3,0.1,0.1,0.5,0.7,2.6,3.3,4.4,1.1,0.2,1.5,1.5,0.509,0.5,120.3,3.4,11.8,7.6,25.3,26.8,2.2,0.8,10.5,5.9,1,106.2,114.8,-8.6,108,10.8,0.16,2.9,0.7,0,7,8,0.467,0.1,0.2,0.3,0,"G",185,73,"Undrafted",111.75
"168","Tre Scott","SLC",15,29.2,10.1,3.9,8.7,0.443,1.1,3.6,0.296,0.7,0.9,0.714,1.5,3.7,5.3,1.9,1,0.6,1.5,2.3,0.55,0.504,145.3,5.3,14.5,9.6,10.8,13.8,1.8,2,16.5,-0.6,1.2,100.9,110.1,-9.1,126.5,12.7,0.162,1.3,0.7,0.1,4,11,0.267,0,0.5,0.4,0,"SF",225,80,"Undrafted",134.25
"169","Nate Sestina","LIN",15,19.8,7.7,2.6,6.6,0.394,1.7,5.1,0.325,0.4,0.6,0.667,0.5,2.2,2.7,0.7,0.3,0.3,0.7,2.9,0.558,0.52,138.5,3,12.2,7.6,5.7,9.7,0.8,1.6,17.1,-1.3,1.2,100.3,117.3,-17,58.6,9.4,0.088,1,0.5,0.1,7,8,0.467,0,0.1,0,0,"PF",234,81,"Undrafted",52.5
"170","Simi Shittu","WES",13,26.7,14.5,6.2,11.1,0.556,0.2,0.6,0.375,1.2,2.8,0.405,3.8,6.3,10.1,1.5,1,0.8,1.7,2.5,0.586,0.566,133.6,14.2,26,19.8,8.3,12.1,1.8,2.5,22.4,-2.6,1.3,112.2,112.9,-0.8,180.6,21.7,0.178,0.9,0.6,0.3,7,6,0.538,0.5,0.3,0.7,0,"FC",240,82,"Undrafted",193.7
"171","Kobi Simmons","GBO",15,32.9,18.3,6.4,15.7,0.409,1.9,4.9,0.378,2.5,3.5,0.712,1.3,3.9,5.1,6.1,1.1,0.2,3.3,2.3,0.533,0.468,149.8,3.7,11.8,7.6,29.9,16.2,1.5,0.5,26.1,2.1,1.2,98.9,115.6,-16.7,184.3,14.5,0.32,1.8,0.3,0.2,5,10,0.333,-0.2,0.2,0,0,"PG",166,77,"Undrafted",213.75
"172","Zavier Simpson","OKL",15,28.5,9.8,4.1,9.1,0.445,0.7,2.6,0.282,0.6,1,0.6,0.7,3.7,4.3,6.1,0.9,0.1,2.2,2.1,0.512,0.485,132.7,2.3,11.8,7.2,28.4,18.7,1.5,0.2,16.7,6.4,1.1,107,111.7,-4.7,147.9,12.5,0.235,2.8,0.4,0.1,8,7,0.533,0.2,0.4,0.6,0,"PG",190,72,"Undrafted",168
"173","Alen Smailagic","SCW",10,17,7.5,3.1,6,0.517,0.3,2,0.15,0.6,0.9,0.667,1.1,3.3,4.4,1.5,0.4,0.8,2,1.9,0.586,0.542,133.3,7.8,19.8,14.3,13.9,23.8,1.2,4.4,22.6,-6.1,1.3,95.3,104.9,-9.6,59.9,14.2,0.116,0.8,0.2,0.2,9,1,0.9,-0.2,0.3,0.1,0,"PF",215,82,"Rnd 2",65.5
"174","Jalen Smith","ACC",6,16.3,8.3,3.2,8.2,0.388,0.7,2.7,0.25,0.8,1.3,0.625,1.3,3.3,4.7,0.7,0.3,0.5,0.8,1.3,0.476,0.429,126.3,9,23.6,16.2,7.1,8.7,1,3,26.3,-2.5,1,94.6,111.4,-16.8,33.3,14.2,0.103,0.8,0.4,0.2,2,4,0.333,-0.1,0.1,0,0,"C",215,82,"Rnd 1",35.4
"175","Xavier Sneed","GBO",13,23.3,8.1,2.4,6.6,0.36,1.3,4.7,0.279,1.1,1.2,0.875,1,3,4,1.8,1.8,0.4,0.5,1.5,0.564,0.459,151.4,4.1,12.6,8.3,11.1,7,3.7,1.4,13.7,2.9,1.2,109.8,108.9,0.8,112.8,14.3,0.108,3.4,3.4,0.2,5,8,0.385,0.2,0.4,0.6,0,"SF",215,77,"Undrafted",118.3
"176","Omari Spellman","ERI",14,20.8,7.9,2.8,7.5,0.371,1.1,4.3,0.25,0.7,0.9,0.833,1.3,3.7,5,1.9,0.9,1.1,1.1,1.8,0.503,0.443,145.5,7,17.6,12.6,12.2,12,2.2,4.7,18.7,1,1.1,100.4,104.2,-3.8,113.3,14.4,0.11,1.8,0.9,0.1,11,3,0.786,0,0.5,0.5,0,"PF",245,80,"Rnd 1",109.2
"177","Cassius Stanley","FWN",12,27.9,12.7,5.2,12.4,0.416,1.3,5,0.267,0.7,1.3,0.533,0.7,2.6,3.3,1.7,0.8,0.3,1.8,1.7,0.488,0.47,121.6,2.3,9.4,5.7,9.4,11.9,1.3,1.1,22,-2.3,1,91.5,110.6,-19.1,67.9,9.6,0.17,1,0.4,0.1,5,7,0.417,-0.4,0.4,-0.1,0,"G",193,78,"Rnd 2",84
"178","Nik Stauskas","RAP",15,32.1,18.1,5.6,13.2,0.424,3.3,8.9,0.368,2.2,2.4,0.917,1,3.3,4.3,3.6,1,0.6,1.8,1.3,0.634,0.548,170.9,3.4,10.7,7.1,14.9,11.2,1.5,1.8,21.1,1.8,1.4,117.4,116.7,0.7,201.8,17.6,0.205,2,0.6,0.2,12,3,0.8,0.9,0.2,1.1,0,"SG",205,78,"Rnd 1",238.5
"179","David Stockton","MHU",15,29.5,14.3,5.5,12.5,0.439,1.7,5,0.347,1.1,1.5,0.773,0.9,2.7,3.7,5.6,1,0.2,2.5,2.6,0.544,0.508,155.8,3,9.8,6.2,29,15.8,1.6,0.6,22,4.2,1.1,106.2,110.7,-4.6,155.8,15.2,0.274,2.3,0.4,0.1,6,9,0.4,0.3,0.5,0.7,0,"G",165,71,"Undrafted",174.75
"180","Dwayne Sutton","SCW",5,22.7,7,2.4,5.4,0.444,0.8,3.4,0.235,0.8,1.6,0.5,1.6,6.4,8,1,1,0.2,2,2.6,0.573,0.519,118,8.2,29.2,19.3,6.6,24.7,2.1,0.7,15.6,-5.8,1.3,90.7,108.6,-18,38.3,10.5,0.091,0.5,0.5,0.3,2,3,0.4,-0.1,0.1,0,0,"SG",220,77,"Undrafted",39.5
"181","Ryan Taylor","SCW",14,25.1,8.6,2.9,6.9,0.427,2.3,5.3,0.432,0.4,0.4,0.833,0.6,1.9,2.4,0.4,0.8,0.1,0.7,2,0.613,0.594,169.3,2.8,7.5,5.3,2.4,9.2,1.6,0.5,13.9,-1.7,1.3,110.2,112.5,-2.3,69.3,10.4,0.085,0.6,1.1,0.1,11,3,0.786,0.2,0.3,0.5,0,"G",190,78,"Undrafted",74.9
"182","Emanuel Terry","ACC",15,28.5,10.8,4.7,7.3,0.636,0,0,0,1,1.5,0.652,4,6.4,10.4,1.5,0.8,0.8,1.9,3.1,0.674,0.636,128.9,14.4,24.2,19.2,8.1,18.9,1.4,2.5,15,-3.2,1.5,121,108,12.9,197.9,20.2,0.159,0.8,0.4,0.2,5,10,0.333,0.8,0.6,1.4,0,"F",220,81,"Undrafted",207
"183","Tyrell Terry","MHU",13,29.4,14.7,4.9,11.6,0.424,1.5,4.5,0.339,1.6,2,0.808,0.8,4.2,5.1,3.2,1.1,0,2.3,1.5,0.588,0.49,157.1,2.8,14.7,8.6,16,15.6,1.7,0,21.1,-0.7,1.3,99.1,107.3,-8.2,135.8,12.9,0.201,1.4,0.5,0.2,6,7,0.462,-0.1,0.5,0.4,0,"PG",170,74,"Rnd 2",165.1
"184","Jon Teske","LAK",15,19.8,6.7,2.7,6.7,0.406,0.5,2.1,0.25,0.5,0.5,0.875,1.8,1.7,3.5,1.4,0.8,0.9,0.9,2.2,0.483,0.446,153.1,9.6,8.4,9,10.5,11.1,2,3.9,17.4,0.3,1,101.4,106.1,-4.7,84.5,13.3,0.106,1.6,0.9,0.1,9,6,0.6,0,0.5,0.5,0,"PF",265,85,"Undrafted",72.75
"185","Brodric Thomas","CLE",14,33.5,18.5,6.9,15.5,0.447,3.1,7.4,0.413,0.9,1.5,0.571,1.6,5.6,7.3,3.5,1.9,1.1,3.2,2.9,0.572,0.546,143.2,4.9,17.3,11,17,16.6,2.7,2.9,24.7,-2.6,1.2,101.6,109.7,-8.1,196.1,18.2,0.264,1.1,0.6,0.1,4,10,0.286,0,0.5,0.5,1,"G",185,77,"Undrafted",217.7
"186","Khyri Thomas","AUS",7,18.6,13.9,5.4,11.3,0.481,2.3,5,0.457,0.4,0.4,1,0.6,2.9,3.4,0.6,1,0.1,0.4,1.4,0.604,0.582,193.8,3,15.6,9.1,5.8,3.6,2.7,0.6,27.9,-0.3,1.2,110.2,108.1,2.1,59.6,22.7,0.152,1.3,2.3,0,5,2,0.714,0.1,0.2,0.3,0,"SG",210,75,"Rnd 2",77.35
